,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.GoodForKids,attributes.RestaurantsReservations,attributes.Caters,attributes.NoiseLevel,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.RestaurantsPriceRange2,attributes.OutdoorSeating,attributes.BikeParking,attributes.HasTV,attributes.WiFi,attributes.Alcohol,attributes.RestaurantsAttire,attributes.RestaurantsGoodForGroups,attributes.RestaurantsDelivery,attributes.GoodForMeal.dessert,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.GoodForMeal.dinner,attributes.GoodForMeal.brunch,attributes.GoodForMeal.breakfast,attributes.BusinessParking.garage,attributes.BusinessParking.street,attributes.BusinessParking.validated,attributes.BusinessParking.lot,attributes.BusinessParking.valet,attributes.Ambience.romantic,attributes.Ambience.intimate,attributes.Ambience.classy,attributes.Ambience.hipster,attributes.Ambience.divey,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.Ambience.casual,attributes.BusinessAcceptsCreditCards,attributes.BusinessAcceptsBitcoin,attributes.ByAppointmentOnly,attributes.AcceptsInsurance,attributes.GoodForDancing,attributes.CoatCheck,attributes.HappyHour,attributes.Music.dj,attributes.Music.background_music,attributes.Music.no_music,attributes.Music.jukebox,attributes.Music.live,attributes.Music.video,attributes.Music.karaoke,attributes.BestNights.monday,attributes.BestNights.tuesday,attributes.BestNights.friday,attributes.BestNights.wednesday,attributes.BestNights.thursday,attributes.BestNights.sunday,attributes.BestNights.saturday,attributes.Ambience,attributes.BusinessParking,attributes.DogsAllowed,attributes.BYOBCorkage,attributes.DriveThru,attributes.Smoking,attributes.AgesAllowed,attributes.Corkage,attributes.BYOB,attributes.GoodForMeal,attributes.Music,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.soy-free,attributes.DietaryRestrictions.vegetarian,attributes.BestNights,attributes.Open24Hours,attributes.DietaryRestrictions,attributes.RestaurantsCounterService
102365,YCfGBnOZl8mGi7m7oWf4rg,Prickly Pear Cafe,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.086171,-115.136986,2.0,4,1,"Sandwiches,Restaurants",False,False,,,,,2,False,,,,full_bar,casual,False,False,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,
102381,JJpoHl5mxJHwbaix71mfyg,Village Pub & Grill,901-999 E Landing Strip Ave,Las Vegas,NV,89119,36.0856990312,-115.1395431682,3.5,124,1,"Restaurants,Bars,Pubs",False,False,False,average,,True,2,False,False,True,free,full_bar,casual,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,
102394,3IwCop28R1_L5jMv6AkL8Q,Jalisco Cantina,"3460 E Sunset Rd, Ste D",Las Vegas,NV,89120,36.072247537,-115.09902969,4.0,237,0,Restaurants,True,False,True,average,,True,2,False,True,True,free,full_bar,casual,True,False,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102407,nXUumj3RzCRVmm7B9HujAg,The Coffee Bean & Tea Leaf,"7291 W Lake Mead Blvd, Ste 110",Las Vegas,NV,89128,36.1956672547,-115.2506805092,4.0,118,1,"Food,Coffee & Tea",,,False,,,True,1,True,True,,free,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102430,EZQESVzkOPs7LwCHVC3Szg,Mizumi,3131 Las Vegas Blvd S,Las Vegas,NV,89109,36.1269589651,-115.1672247708,4.0,381,1,Restaurants,False,True,False,average,,False,4,True,False,False,free,full_bar,dressy,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102454,dfjIOCfF06hPNDgVFMWMCg,King Kratom 420 Smoke Shop,"1040 E Flamingo Rd, Ste E",Las Vegas,NV,89119,36.115118,-115.14178,4.0,15,1,"Specialty Food,Tobacco Shops,Food,Herbs & Spices",,,False,,,False,,,False,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
102477,VjLwITncAngZjGnOL0prCA,Sticks and Shakes,"6475 N Decatur Blvd, Ste 135",Las Vegas,NV,89131,36.276841,-115.2078289522,4.0,36,0,"Gelato,Juice Bars & Smoothies,Restaurants,Bakeries,Desserts,Food",,,False,,,True,2,,True,,free,,,,,,,,,,,False,True,False,True,False,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102498,If4NxUXhWU6ukuBvLxPe_w,Philhouse,8650 W Tropicana Ave,Las Vegas,NV,89147,36.1008511,-115.2809922,3.0,23,1,Restaurants,True,False,True,loud,True,True,1,False,True,False,paid,full_bar,casual,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102535,bxf23qlvFaEdm-MHC_0imA,Nathan's Famous Hot Dogs,32 E Fremont St,Las Vegas,NV,89101,36.17145,-115.145281,3.0,23,0,"Restaurants,Hot Dogs",False,False,False,loud,,True,1,False,False,False,no,none,casual,True,False,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102544,JC7HF7jRVqULhTOTE2n6ug,Haggen Food & Pharmacy,1940 Village Center Cir,Las Vegas,NV,89134,36.1935832612,-115.3052077442,1.5,44,0,"Delis,Restaurants,Bakeries,Food",True,False,,,,True,4,,True,,no,none,casual,True,False,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102566,AWmVRR-ekJgJgHZsxSNwpQ,Lime Ice Frozen Bar,3377 Las Vegas Blvd S,Las Vegas,NV,89109,36.1221784491,-115.170458237,3.5,48,1,"Food,Bars,Beer,Wine & Spirits",,False,,average,,,2,False,False,True,,full_bar,,True,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102577,-MmAW2x9vMGuhVcALU7QRw,McDonald's,3717 S Las Vegas Blvd,Las Vegas,NV,89109,36.108719,-115.1721595,2.0,6,0,"Coffee & Tea,Burgers,Restaurants,Food,Fast Food",,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102673,wYEAocX0vkcGN-i5rSszrg,El Patron Mexican Restaurant & Oyster Bar,2797 S Maryland Pkwy,Las Vegas,NV,89109,36.13884,-115.137903,3.5,22,0,"Seafood,Restaurants",True,,,,,True,2,,,,,full_bar,casual,True,False,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102730,G5or_Fra4-6IYOVlm_dI2Q,Gilley's,3300 Las Vegas Blvd S,Las Vegas,NV,89109,36.1239879384,-115.1706583336,3.0,621,1,"Bars,Barbeque,Restaurants",False,False,False,loud,,True,2,True,False,True,no,full_bar,casual,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,,,,,,True,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102773,woJ0p5-_bc1BCezm16qtZQ,La Bonita Supermercado,2500 E Desert Inn,Las Vegas,NV,89121,36.130978,-115.115914,3.5,36,1,"Restaurants,Food",False,False,False,,,True,1,False,True,False,,beer_and_wine,casual,True,False,,,,,,,False,False,False,True,False,,,,,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102775,4DklwIICXplmiG22PGt5Yw,Sabi's Kitchen & Catering,5333 S Arville Rd,Las Vegas,NV,89118,36.0929847,-115.1992107,4.0,11,0,"Restaurants,Food",True,False,True,average,,True,1,False,,False,no,none,casual,False,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102786,Z6E2Syzo_IYLIGpI5tSpRg,Dairy Queen,"6525 S Fort Apache Rd, Unit 100",Las Vegas,NV,89148,36.0696703,-115.2983435,2.0,101,1,"Restaurants,Desserts,Food,Fast Food,Juice Bars & Smoothies,Ice Cream & Frozen Yogurt",True,False,False,quiet,,True,1,True,True,,no,none,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
102804,Z0YOHYA6YtW131xULbnMzQ,Market Street Cafe,12 E Ogden Ave,Las Vegas,NV,89101,36.1730572,-115.1450046,3.5,744,1,"Breakfast & Brunch,Restaurants",True,False,False,average,True,True,1,False,False,False,no,none,casual,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,yes_free,,,,False,,,,,,,,,,,,True,,
102825,lvfFosvBuYJ0xOlx09o-1w,Zabb Thai Spice Kitchen,"8090 S Durango Dr, Ste 112",Las Vegas,NV,89113,36.0422516485,-115.2781509602,4.5,53,1,Restaurants,True,False,True,,True,True,2,False,,True,no,none,casual,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102836,0xzmIBsJQc5eUNLucFrZ0Q,Stratta,"Wynn Las Vegas, 3131 Las Vegas Blvd S",Las Vegas,NV,89109,36.1260652563,-115.1721597683,3.5,186,0,Restaurants,False,True,False,average,,True,3,False,,True,no,full_bar,dressy,True,False,,,,,,,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102842,Tw1CgJ8MHax1orR3gBJl7g,Cabo Mexican Restaurant,4949 N Rancho Dr,Las Vegas,NV,89130,36.2498922,-115.2441383,3.5,4,0,Restaurants,False,True,,,,,2,,,,,,casual,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102899,xQIuQz-6i28ekYCNKQZvig,Panda Express,"4321 W Flamingo Rd, #1241",Las Vegas,NV,89103,36.114383,-115.195934,3.0,17,1,"Fast Food,Restaurants",True,False,,,,True,1,False,,False,no,none,casual,True,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102932,9_P2oM43QIRze2VJpw_dHw,A La Mode,,Las Vegas,NV,89149,36.2684007,-115.2956118,4.5,21,0,"Restaurants,Food,Bakeries,Vegan",True,False,True,,,False,2,False,,,,,,True,True,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102958,_axD8DiO1to9Am8xJjtKHw,Dunkin' Donuts,"6795 Tropicana Ave, Ste 100",Las Vegas,NV,89103,36.099828,-115.241089,3.5,75,1,"Food,Coffee & Tea,Donuts",,,True,,,True,1,True,True,,free,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102964,MIKtRbY36F9hrTQ3lLgEzw,Nourish Creamery & Juice Bar,"7625 S Rainbow Blvd, Ste 102",Las Vegas,NV,89139,36.049805,-115.244096,4.5,170,1,"Ice Cream & Frozen Yogurt,Food,Acai Bowls,Juice Bars & Smoothies",,,True,,,True,1,,True,,free,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102976,EbSX56Nddv-AcYlt58m0kg,Cafe Verdi,4023 S Maryland Pkwy,Las Vegas,NV,89119,36.1161328,-115.1378447,2.0,117,0,"Burgers,Restaurants,Pizza",True,False,True,quiet,,True,2,False,True,False,no,none,casual,True,True,,,,,,,,,,,,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102996,8bqhrcvbLe-Hz1jcI0yx3Q,Si Jang,"3650 S Decatur Blvd, Ste 24-25",Las Vegas,NV,89103,36.1237099,-115.2073495,4.5,113,1,"Restaurants,Soup,Noodles",True,True,False,average,False,True,2,False,True,True,no,beer_and_wine,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
103044,dQsKVABQ750EIIoqWMSy8A,Mcken's Mexican Grill,"321 S Casino Ctr Blvd, Ste 130",Las Vegas,NV,89101,36.1675528,-115.1457096,3.0,8,0,Restaurants,True,False,False,average,False,False,1,False,False,False,no,none,casual,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
103095,y8d90Pt16Nip-B5UXWBP-w,Yard House,11011 W Charleston Blvd,Las Vegas,NV,89135,36.1567959455,-115.3343868256,4.0,936,1,"Food,Vegetarian,Beer Bar,Wine Bars,Restaurants,Cocktail Bars,Beer,Wine & Spirits,Seafood,Bars,Steakhouses",True,False,False,loud,,True,2,True,True,True,no,full_bar,casual,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,,,,False,,,False,False,False,False,False,False,False,False,False,True,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,
103100,dwehZNFdzIMvOAKK7PsZqg,Byblos Cafe & Pastries,4825 W Flamingo Rd,Las Vegas,NV,89103,36.1148713,-115.2066735,4.5,5,0,"Food,Restaurants,Bakeries",,,,,,True,,,,,,,casual,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,yes_corkage,,,,True,,,,,,,,,,,,,,
103114,j84mrl1I2c6mU4ltS3ofGQ,Omelet House,4680 S Maryland Pkwy,Las Vegas,NV,89119,36.104474,-115.136561,3.5,9,0,"Restaurants,Sandwiches,Breakfast & Brunch,Coffee & Tea,Burgers,Food",True,False,,,,True,1,False,,,,none,casual,True,False,,,,,,,False,True,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103146,JsAR0hNX-5zA-CMsYW4NLQ,Courtyard Deli,"3360 W Sahara Ave, Ste 110",Las Vegas,NV,89102,36.1456969,-115.1874046,4.5,8,0,"Delis,Restaurants,Sandwiches",True,False,True,quiet,,True,1,True,True,False,no,none,casual,True,True,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103153,EX8EyU43VF7DwS7jKEnjvg,Wendy's,6198 W Flamingo Rd,Las Vegas,NV,89103,36.1148546516,-115.2263434088,2.0,27,1,"Fast Food,Restaurants,Burgers",True,False,False,average,,True,1,False,True,False,no,none,casual,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
103157,64o_nYvzIKwHFOSYSEm-qw,Joe's New York Pizza,7580 Las Vegas Blvd S,Las Vegas,NV,89123,36.0520271,-115.17155,3.5,304,1,"Salad,Pizza,Restaurants",True,False,True,average,,True,2,True,True,True,no,none,casual,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103310,FTDle9JjFPesq9A0RwP5Ig,The Coffee Bean & Tea Leaf,4321 W Flamingo Rd,Las Vegas,NV,89103,36.114539,-115.195684,3.5,49,1,"Coffee & Tea,Food",,,False,,,True,2,False,False,,free,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103332,gqdqnFg2lYeSyS20q2ZK_Q,SUZUYA Patisserie,"7225 S Durango Dr, Ste 101",Las Vegas,NV,89113,36.0569792,-115.2801062,4.5,502,1,"Desserts,Bakeries,Patisserie/Cake Shop,Food,Restaurants,Creperies",True,False,True,average,False,True,1,True,True,False,no,none,casual,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103350,OqWYJ_GYHnJFpple7dUBrQ,Rosas Taco Shop,"9400 S Eastern Ave, Ste 106A",Las Vegas,NV,89123,36.0184249035,-115.1180690154,4.0,4,0,Restaurants,True,False,,very_loud,,True,1,False,,True,no,none,casual,,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103356,YV9GVfmDSDM7HSV0jVdTOA,El Pollo Loco,2505 E Tropicana Ave,Las Vegas,NV,89121,36.0996708,-115.1161439,3.5,39,1,"Fast Food,Restaurants,Salad",True,False,True,average,False,True,1,False,True,False,no,none,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
103369,OhaPJVEl66X3BljYTOkbHw,Just Vapin',4021 W Sahara Ave,Las Vegas,NV,89102,36.1439561037,-115.1954621997,4.5,37,0,"Bars,Tobacco Shops",,,,,,,2,,True,True,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103384,PIXl4WvAqjl2w9Lj81zXvQ,Zest - Bistro & Bar,"10670 Southern Highlands Pkwy, Ste 102",Las Vegas,NV,89141,35.9951511,-115.2068401,4.5,566,1,"Restaurants,Bars,Steakhouses",True,True,True,average,,True,2,False,True,True,free,full_bar,casual,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103389,gJm6XxUQ7uHlrh8Y8fRiuw,Kabob Korner,507 E Fremont St,Las Vegas,NV,89101,36.168876,-115.1403955,4.0,166,0,"Halal,Restaurants",True,False,True,average,,True,1,False,False,True,no,none,casual,True,True,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103392,COq9tlt6lPGUiMbEpHmv_w,Hot Dog On A Stick,3200 Las Vegas Blvd S,Las Vegas,NV,89109,36.1277253,-115.1744147,4.0,17,0,"Fast Food,Hot Dogs,Restaurants",True,False,True,loud,,True,1,True,,False,,none,casual,True,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103406,v-RQugtZbhnINBqrIZ9l9A,Tacos LV,342 S Decatur Blvd,Las Vegas,NV,89107,36.1688521404,-115.2078001402,4.0,5,0,Restaurants,True,True,True,average,,True,1,True,,True,free,none,casual,True,True,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103419,Mw1Q04VtMm3vG3pBByXRtQ,Taqueria Los Parados,3854 W Sahara Ave,Las Vegas,NV,89102,36.1445244,-115.1908324,4.5,15,0,Restaurants,True,,,,,True,1,False,,,,none,casual,True,False,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103432,wgxQ7rnkLHcjITD3j6B_OA,Stir Krazy Mongolian Grill,4503 Paradise Rd,Las Vegas,NV,89169,36.107194,-115.1521048,4.5,57,0,"Restaurants,Barbeque",True,,False,average,,True,2,False,,False,,None,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103472,LVZaGEWYgDqGC8wggL2Rzg,Juice Press,"3600 S Las Vegas Blvd, Ste 1-268B",Las Vegas,NV,89109,36.1117900373,-115.1765809571,3.0,10,1,"Vegan,Food,Juice Bars & Smoothies,Restaurants",True,False,False,,,True,2,,,,free,,,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103475,cOKf37Wb1oKc9X1Q5GHxsQ,JinJu Chocolates,"7345 S Rainbow Blvd, Ste 130",Las Vegas,NV,89118,36.054893,-115.244062,4.5,132,1,"Desserts,Food,Specialty Food,Coffee & Tea,Chocolatiers & Shops",,,False,,,True,2,False,False,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103517,_YIC05xpnIMIkn5LVwKf9w,Popeyes Louisiana Kitchen,3785 S Las Vegas Blvd,Las Vegas,NV,89109,36.1035296,-115.1723424,2.5,14,1,"Seafood,Restaurants,Fast Food",True,False,,,False,True,1,False,True,False,free,none,casual,True,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
103519,suQugTjSMYMIrK5fAabC_Q,Roberto's Taco Shop,1220 E Harmon Ave,Las Vegas,NV,89119,36.1079963,-115.1363937,3.5,119,1,"Restaurants,Fast Food",True,False,False,average,False,True,1,False,True,False,no,none,casual,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
103528,T6mV9V8sfyW3Wj5tsKgabw,Taqueria El Paisano,"3300 S Decatur Blvd, Ste 1",Las Vegas,NV,89102,36.129543,-115.2074652,3.5,31,1,"Restaurants,Diners,Breakfast & Brunch",True,False,True,average,True,True,1,False,True,True,no,none,casual,True,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103537,u3wBdbVJXkXA7VUpz_YuEQ,Korea House BBQ,4435 Las Vegas Blvd,Las Vegas,NV,89119,36.2412567139,-115.0537948608,3.5,6,0,"Restaurants,Soup,Comfort Food,Barbeque",True,True,,quiet,,True,2,,,True,no,,casual,True,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103561,YJi-xBxsTgegLF116qjQWA,Mountain View Plaza,3400 S Jones Blvd,Las Vegas,NV,89146,36.1270201893,-115.2245084569,4.0,5,1,Restaurants,True,,False,loud,,True,2,True,,True,,none,casual,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103584,sN-EtbzAnEI9ilHruasd9w,Tennesseasonings,7315 W Warm Springs Rd,Las Vegas,NV,89113,36.0552046,-115.2509345,3.5,57,0,"Restaurants,Food,Sandwiches,Desserts,Barbeque",True,False,True,quiet,False,True,2,True,False,True,no,none,casual,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
103599,_PQ1cKw_ZtKrXNxCMgIeYA,Jalisco Cantina,6450 S Durango Dr,Las Vegas,NV,89113,36.071411,-115.278723,3.5,104,0,Restaurants,True,False,True,average,,True,2,True,True,True,free,full_bar,casual,True,False,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103626,oWJkd0A8Z_C0gYeEOwlqvQ,ARCO ampm,333 E Charleston Blvd,Las Vegas,NV,89104,36.1591632,-115.1491736,2.5,8,1,Food,,,False,,,True,1,,True,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103672,6MIWAI3CX2HfGZhmWPHcDw,Blue Water Restaurant & Sports Bar,9510 S Eastern Ave,Las Vegas,NV,89123,36.0162554,-115.1187329,3.5,16,0,"Food,Restaurants,Bars,Beer,Wine & Spirits",False,True,,average,,True,2,True,,True,no,full_bar,casual,True,False,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103673,BpdIgg155d6-8pncVVqcag,Smith's,10100 W Tropicana Ave,Las Vegas,NV,89147,36.1015754,-115.3131657,3.5,81,1,Food,True,False,True,average,False,True,2,False,True,False,no,full_bar,casual,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103687,LYuQEzRAOHVSdDTdHj5LLw,Bourbon Street Cabaret,4500 West Tropicana Ave,Las Vegas,NV,89103,36.1027193967,-115.2019839361,4.5,3,1,Bars,False,False,,,,,1,False,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103696,33YHwHgIGDSg2wot59a_-Q,Starbucks,"3720 Las Vegas Blvd S, Crystals Mall At City Center, Crystals Mall At City Ctr",Las Vegas,NV,89158,36.106346,-115.173514,3.0,30,1,"Coffee & Tea,Food",,,False,,,True,2,False,False,,free,none,,,False,,,,,,,True,False,False,False,False,,,,,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103700,VG0FQ_kux8e-0rC9Us28JQ,Colonial Cigar Lounge,5661 W Sahara Ave,Las Vegas,NV,89146,36.1433508319,-115.2193120122,4.5,7,0,"Tobacco Shops,Bars",,,,,,,2,,True,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103733,TN89zi12H1TXgFoELFCE4w,1923 Bourbon Bar,"3930 S Las Vegas Blvd, Ste 200b",Las Vegas,NV,89119,36.0931872364,-115.1763031335,3.5,84,1,"Cocktail Bars,Restaurants,Bars",False,True,False,very_loud,True,False,2,False,False,True,free,full_bar,dressy,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,,,True,False,False,True,,,,,,,False,False,True,False,False,False,True,,,False,,,yes,,,,,,,,,,,,,,,,
